character,scene,dialogue
SebastianRoom,didntLeave," Sebastian ""Okay. Sorry about that, I just needed to finish what I was working on. sebastianRoom"
SebastianRoom,sebastianRoom," fork1 ""#Ask him what he's working on.#Compliment the decor in his room. Sebastian ""I do freelance work as a programmer. enterRobin"
SebastianRoom,decor," Sebastian ""Decorations?... Oh, yeah... thanks. I've been sticking posters on the wall for years, I guess it's kinda cluttered. enterRobin"
SebastianRoom,enterRobin," Sebastian ""That was an instant message from Sam... I guess he wants to hang out... Ugh, I don't really feel like going out today. Robin ""Oh, hi @. Robin ""Sebby, I know you don't like it when I come in here... but I ran into Abigail at the store and she said she was looking for you. Sebastian ""Did you tell her I'm working? Robin ""I did... but she said she'd probably stop by anyway. Sebastian "" ... No one takes my job seriously. No one ever bothers Maru when she's working at the clinic... does everyone think I'm just surfing the web all day? fork1 ""#Ask him about his career goals.#Ask him why he doesn't want to see his friends. Sebastian ""Well, I'm trying to save up so I can move out of here. Probably to the city or something. Sebastian ""You know, If I'd gone to college I'd probably be making six figures right now... but I just don't want to be part of that corporate rat race, you know? Well, and I guess I just feel more comfortable hidden behind the computer than dealing with people face-to-face. Sebastian ""Well, I should get back to work... I need to get this module finished by tomorrow. / "
SebastianRoom,noFriends," Sebastian "" ... I like having friends, I just need a lot of time alone to balance out the social stuff. Sam's the opposite... he goes crazy if he's alone for too long. Maybe that's why I like computers so much... They're engaging, straightforward, and unselfish. Quite the opposite of a lot of people I know. Sebastian ""Well, I should get back to work... I need to get this module finished by tomorrow. / "
SebastianRoom,27/f Sebastian 1500/p Sebastian," Sebastian ""Hey, @. Sebastian ""Sam and I were about to play 'Solarion Chronicles: The Game'... Why don't you join us? It's better with three players anyway. Sebastian ""Okay, here we go... Let me draw the scenario card. Sebastian ""Hmm... It looks like today's quest will take us into the Necromancer's Tower... to try and reclaim the Solarion Staff from the clutches of Dreadlord Xarth. Sam ""Cool... @, are you ready to choose your character? chooseCharacter ""Choose your character:#Warrior. I like a direct approach.#Healer. I prefer to help others.#Wizard. A sharp mind is the most powerful blade of all. Sebastian ""Hey! That's what I was going to pick! I guess I'll be the healer then. Sam ""Cool. Warrior's my favorite anyway. opening"
SebastianRoom,warrior," Sebastian ""Good choice. Warrior's probably the easiest for beginners. I guess I'll pick the wizard, then. Sam ""I guess I'm stuck with the healer. opening"
SebastianRoom,healer," Sebastian ""Healer, huh? That's a very important role. I guess I'll pick the wizard, then. Sam ""Cool. Warrior's my favorite anyway. opening"
SebastianRoom,opening," Sebastian ""Let's begin... The King has entrusted you and your companions with recovering the Solarion Staff... a task which, if completed successfully, will ensure your place in the hall of legends as well as a sizable fortune of gold and silver. ""After a long month journeying across unforgiving lands, you step out onto a precipice to see your destination looming in the distance. ""There, beyond a moonlit plain, lies the Necromancer's Tower... where Dreadlord Xarth usurps the power of the stolen Solarion Staff for his vile purposes. fork1 ""The tower lies before you.#Go in the front. Fortune favors the bold.#Search for a back entrance. Let's remain hidden. ""A skeleton guards the hallway before you. It looks dangerous. fork1 ""What do you do?#Fight the skeleton.#Run away. fork0 ""The skeleton lunges forward!#Swing your weapons.#Raise your shields. ""You successfully block the attack. The skeleton stumbles backward, giving you enough time to strike out and slay the foul creature. ""You continue down the hallway, taking care not to step on the skeleton's remains. sewer"
SebastianRoom,swungWeapons," ""The skeleton is too quick, and strikes out at your party before anyone has a chance to attack! ""The force of the blow sends your party flying backwards. Unable to stop in time, you tumble down a steep slope and splash into something wet. sewer"
SebastianRoom,ranAway," ""You turn and run along a dim corridor. The cold stone slopes and spirals downward for what seems like an eternity. Finally, you emerge into a new area. sewer"
SebastianRoom,backEntrance," ""After searching around the base of the tower, you discover a trapdoor hidden in the brush. Beneath is a ladder, which your party descends. sewer"
SebastianRoom,sewer," You find yourself in a sewer-like corridor. To your left, a hallway glows with a peculiar green light. To your right, a staircase leads up into the dark. fork1 ""What do you do?#Enter the hallway to your left.#Climb the stairs to your right. podRoom"
SebastianRoom,podRoom," You are in a room. On your left is a ladder. On your right, three prisoners are floating in strange, glowing capsules. They appear to be in the process of some kind of transformation. ""Could this be some sick experiment of the Dreadlord's? fork0 ""What do you do?#Leave as quickly as possible.#Destroy the capsules. ""After putting these poor souls to rest, you and your companions climb the ladder. wizardDoor"
SebastianRoom,wizardDoor," You've come to a door at the end of a hallway. ""The time has come to face Dreadlord Xarth. Necromancer"
SebastianRoom,Necromancer," Xarth: Intruders? How dare you tresspass in my private chambers! ""Ah, so you've come for the Solarion Staff... ""Hehehe... fools. You'll make a nice addition to my skeleton army! ""Dreadlord Xarth casts shadow beam! ""You were able to dodge the spell, but your companions are gravely injured! fork0 ""What do you do?#Heal the Warrior (Sam).#Heal the Wizard (Sebastian). Sebastian ""Thanks, @. Sam ""... ""Sebastian casts 'Pure Bolt'... A beam of white light hits Xarth square in the face. The Dreadlord shrieks and crumbles into dust. ""You pick up the Solarion Staff and hold it high. Order has been restored to the world. end"
SebastianRoom,healedSam," Sam ""Thanks, @. Sebastian ""... ""Sam charges ahead and strikes down Xarth, freeing the Solarion Staff from his clutches and restoring peace and order to the world. end"
SebastianRoom,finalBossWizard," ""Dreadlord Xarth is muttering an incantation... fork0 ""What do you do?#Cast 'Pure Beam' at Xarth.#Put a 'Shield Charm' on your friends. ""You place a 'Shield Charm' on Sam and Sebastian. ""Xarth sends bolts of pure dark energy flying. One of them strikes Sebastian, but your 'Shield Charm' reflects it back into Xarth's face! ""Xarth is defeated, and the Solarion Staff glows peacefully. Order has been restored to the world. end"
SebastianRoom,castBeam," ""Before you have a chance to cast your spell, Xarth sends a shadow beam at your companions! ""Sam and Sebastian are fried to a crisp... ""Your spell hits Xarth square in the face. ""He lets out a shriek and crumbles into dust. You pick up the Solarion Staff and hold it high. Peace and order have been restored to the world. end"
SebastianRoom,chargeAhead," ""You charge forward, but Xarth slips past you and sends a shadow beam at your companions! ""Sebastian and Sam are fried to a crisp... ""You swing your sword again and land a solid blow. Xarth shrieks and crumbles into dust. ""You pick up the Solarion Staff and hold it high. Peace and order have been restored to the world. end"
SebastianRoom,finalBossWarrior," ""Dreadlord Xarth is muttering an incantation... fork0 ""What do you do?#Charge ahead, swinging your sword.#Use your shield to defend your friends. ""Xarth casts 'Shadow Bolt' at Sebastian... but you raise your shield just in time to deflect the attack! ""As Xarth prepares another spell, you charge forward and strike him down with your sword. ""The Solarion Staff glows peacefully as you hold it high. Order has been restored to the world! end"
SebastianRoom,leave," ""Putting the disturbing sight of the prisoners out of your mind, you and your companions quickly climb the ladder. wizardDoor"
SebastianRoom,end," Sebastian ""Hey, not bad! It took me like, three or four tries to beat my first scenario. Sebastian ""Thanks for stopping by... I'll see you later. / "
SeedShop,1/f Abigail 500/p Abigail/d Sat," Abigail ""@? Abigail ""You scared me, sneaking into my room like that! Abigail "" ... so I've been playing 'Journey of the Prairie King' for hours and I can't even beat the first level... This game is ridiculously hard! Well, either that or I'm just terrible at it. Abigail ""Hey, do you want to try this level together with me? I think I might do better with your help. Abigail ""Ugh, I give up... I'll never get past the first level. Oh well... thanks for trying. "
SeedShop,beatGame," Abigail ""Hey, that was fun! Well thanks, @. You seem to really know your way around a joystick, huh? I guess that makes sense. ^Thanks, @. I didn't think you'd know how to work a joystick so well! But it seems you're experienced. "
SeedShop,3/f Abigail 2000/p Abigail/t 2000 2200/n abbySpiritBoard," Abigail ""Hey! I was hoping you'd show up. I wanna show you something. Abigail ""See this? It's called a spirit board. Have you ever used one? Abigail ""Put your hands on the planchette with me... Abigail ""Now the spirits will guide us toward a... Abigail ""LOOK, it's moving! Abigail ""The first letter is... 'I' ... Abigail ""Next is... '<' ... Abigail ""Wow, look at it go! It's spelling out... ' '... I < ...? Abigail ""Oops, accidentally knocked over the board! Heh heh... It's just a silly game, it doesn't mean anything. Abigail ""I, um, have something to do. You'll have to go... Sorry. invisibleWarpOut Abigail"
